CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,UniqueCategories,ReturnRate,CancellationRate,AverageDiscount,AverageOrderFrequency,first_order_date,last_order_date,ActiveDays,customer_segment,ExpectedPurchaseCycle,OverdueRatio,ChurnRiskScore,CustomerLoyaltyIndex,RetentionPriority
CUST009254,409,1,931.16,3,931.16,1,1,0.0,0.0,0.1,1.0,2023-11-16,2023-11-16,1,0,90.0,4.54,1.0,20.02,Reactivation Offer
CUST009256,134,2,1852.51,6,926.255,2,2,0.0,0.0,0.05,0.010204081632653,2024-02-04,2024-08-17,196,1,196.0,0.68,0.3671,46.54,Cross-sell Campaign
CUST009257,1291,1,1583.19,5,1583.19,1,1,0.0,0.0,0.1,1.0,2021-06-17,2021-06-17,1,0,90.0,14.34,1.0,27.1,Reactivation Offer
CUST009258,1002,3,2864.95,11,954.9833333333332,3,2,0.0,0.0,0.1999999999999999,0.005281690140845,2020-09-12,2022-04-02,568,1,284.0,3.53,1.0,68.12,Re-engagement Push
CUST009259,668,3,3075.93,12,1025.31,3,3,0.0,0.0,0.0,0.0039787798408488,2021-02-07,2023-03-02,754,1,365.0,1.83,1.0,71.59,Re-engagement Push
CUST009260,405,1,791.41,3,791.41,1,1,0.0,0.0,0.15,1.0,2023-11-20,2023-11-20,1,0,90.0,4.5,1.0,18.42,Reactivation Offer
CUST009261,964,4,2311.53,13,577.8825,4,3,0.0,0.25,0.05,0.0048076923076923,2020-01-30,2022-05-10,832,2,277.3,3.48,1.0,72.2,VIP Winback Alert
CUST009263,477,1,2502.84,5,2502.84,1,1,0.0,0.0,0.0,1.0,2023-09-09,2023-09-09,1,0,90.0,5.3,1.0,35.77,Reactivation Offer
CUST009264,259,4,6927.95,14,1731.9875,4,4,0.0,0.0,0.0375,0.0027548209366391,2020-04-24,2024-04-14,1452,2,365.0,0.71,0.7096,93.76,VIP Winback Alert
CUST009265,570,3,2640.35,8,880.1166666666667,3,3,0.0,0.0,0.0166666666666666,0.0029673590504451,2020-09-01,2023-06-08,1011,1,365.0,1.56,1.0,71.51,Re-engagement Push
CUST009266,661,1,234.26,1,234.26,1,1,0.0,0.0,0.0,1.0,2023-03-09,2023-03-09,1,0,90.0,7.34,1.0,11.64,Reactivation Offer
CUST009267,107,5,3848.62,15,769.7239999999999,5,3,0.0,0.0,0.0699999999999999,0.0036049026676279,2020-11-27,2024-09-13,1387,2,346.8,0.31,0.2932,90.56,VIP Loyalty Care
CUST009268,514,1,1546.49,5,1546.49,1,1,0.0,1.0,0.0,1.0,2023-08-03,2023-08-03,1,3,90.0,5.71,1.0,26.73,Friction Resolution
CUST009270,1229,2,3241.11,8,1620.5549999999998,2,2,0.5,0.0,0.075,0.0317460317460317,2021-06-17,2021-08-18,63,1,63.0,19.51,1.0,56.31,Re-engagement Push
CUST009271,592,2,1967.17,6,983.585,2,2,0.0,0.0,0.05,0.0036166365280289,2021-11-11,2023-05-17,553,1,365.0,1.62,1.0,51.28,Re-engagement Push
CUST009272,88,2,1941.94,8,970.97,2,2,0.0,0.0,0.0,0.0023148148148148,2022-05-23,2024-10-02,864,1,365.0,0.24,0.2411,54.55,Cross-sell Campaign
CUST009273,701,4,4130.33,17,1032.5825,4,3,0.0,0.0,0.075,0.0050377833753148,2020-11-26,2023-01-28,794,2,264.7,2.65,1.0,82.45,VIP Winback Alert
CUST009274,1141,3,1005.42,11,335.14000000000004,3,3,0.0,0.0,0.0999999999999999,0.0049423393739703,2020-03-18,2021-11-14,607,1,303.5,3.76,1.0,50.86,Re-engagement Push
CUST009275,776,1,194.07,1,194.07,1,1,0.0,0.0,0.15,1.0,2022-11-14,2022-11-14,1,0,90.0,8.62,1.0,11.17,Reactivation Offer
CUST009276,706,1,896.22,5,896.22,1,1,0.0,0.0,0.25,1.0,2023-01-23,2023-01-23,1,0,90.0,7.84,1.0,19.63,Reactivation Offer
CUST009277,368,1,20.27,2,20.27,1,1,0.0,0.0,0.0,1.0,2023-12-27,2023-12-27,1,0,90.0,4.09,1.0,9.46,Reactivation Offer
CUST009278,1577,1,276.47,1,276.47,1,1,0.0,0.0,0.0,1.0,2020-09-04,2020-09-04,1,0,90.0,17.52,1.0,12.1,Reactivation Offer
CUST009279,223,3,3230.67,8,1076.89,3,3,0.0,0.0,0.0333333333333333,0.0043290043290043,2022-06-28,2024-05-20,693,1,346.5,0.64,0.611,71.83,Re-engagement Push
CUST009280,855,4,2389.17,8,597.2925,4,3,0.0,0.0,0.05,0.0045095828635851,2020-03-24,2022-08-27,887,1,295.7,2.89,1.0,73.49,Re-engagement Push
CUST009281,1449,2,462.52,2,231.26,2,2,0.0,0.0,0.0,0.0266666666666666,2020-10-28,2021-01-10,75,0,75.0,19.32,1.0,29.91,Reactivation Offer
CUST009282,1682,1,1088.03,3,1088.03,1,1,0.0,0.0,0.1,1.0,2020-05-22,2020-05-22,1,0,90.0,18.69,1.0,21.82,Reactivation Offer
CUST009283,359,5,5584.48,13,1116.896,5,3,0.0,0.0,0.06,0.003940110323089,2020-07-16,2024-01-05,1269,2,317.2,1.13,0.9836,93.58,VIP Winback Alert
CUST009284,484,2,1141.53,4,570.765,2,2,0.0,0.0,0.15,0.0123456790123456,2023-03-25,2023-09-02,162,0,162.0,2.99,1.0,38.76,Reactivation Offer
CUST009285,1419,1,2657.79,4,2657.79,1,1,0.0,0.0,0.0,1.0,2021-02-09,2021-02-09,1,0,90.0,15.77,1.0,37.05,Reactivation Offer
CUST009286,278,4,3074.69,14,768.6725,4,3,0.0,0.0,0.1375,0.00278940027894,2020-04-23,2024-03-26,1434,2,365.0,0.76,0.7616,84.56,VIP Winback Alert
CUST009287,597,1,1298.6,4,1298.6,1,1,0.0,0.0,0.05,1.0,2023-05-12,2023-05-12,1,0,90.0,6.63,1.0,24.13,Reactivation Offer
CUST009288,626,3,2444.5,10,814.8333333333334,2,3,0.0,0.0,0.0666666666666666,0.0029880478087649,2020-07-14,2023-04-13,1004,1,365.0,1.72,1.0,69.8,Re-engagement Push
CUST009290,161,3,2165.62,9,721.8733333333333,3,3,0.0,0.0,0.0833333333333333,0.002356637863315,2021-01-26,2024-07-21,1273,1,365.0,0.44,0.4411,70.42,Cross-sell Campaign
CUST009291,338,2,951.16,2,475.58,2,2,0.0,0.0,0.025,0.0068259385665529,2023-04-09,2024-01-26,293,1,293.0,1.15,0.926,37.85,Re-engagement Push
CUST009292,322,4,1540.62,7,385.155,4,3,0.0,0.0,0.05,0.0075901328273244,2022-09-03,2024-02-11,527,1,175.7,1.83,0.8822,61.35,Re-engagement Push
CUST009293,929,3,2944.05,10,981.35,3,2,0.0,0.0,0.0333333333333333,0.0049180327868852,2020-10-13,2022-06-14,610,1,305.0,3.05,1.0,69.11,Re-engagement Push
CUST009295,947,2,2505.66,8,1252.83,2,1,0.0,0.0,0.15,0.0024390243902439,2020-02-28,2022-05-27,820,1,365.0,2.59,1.0,59.12,Re-engagement Push
CUST009296,418,2,810.62,10,405.31,2,2,0.0,0.0,0.15,0.0017857142857142,2020-10-14,2023-11-07,1120,1,365.0,1.15,1.0,45.42,Re-engagement Push
CUST009297,556,2,1747.21,5,873.605,1,1,0.0,0.0,0.2,0.0128205128205128,2023-01-18,2023-06-22,156,0,156.0,3.56,1.0,45.1,Reactivation Offer
CUST009298,173,3,3016.8,7,1005.6,3,2,0.0,0.0,0.0833333333333333,0.0021067415730337,2020-08-16,2024-07-09,1424,1,365.0,0.47,0.474,78.58,Cross-sell Campaign
CUST009300,451,3,2612.88,8,870.96,3,3,0.0,0.0,0.0333333333333333,0.0115830115830115,2023-01-20,2023-10-05,259,1,129.5,3.48,1.0,63.09,Re-engagement Push
CUST009301,1530,1,440.75,1,440.75,1,1,0.0,0.0,0.2,1.0,2020-10-21,2020-10-21,1,0,90.0,17.0,1.0,14.11,Reactivation Offer
CUST009302,462,2,1958.45,5,979.225,2,2,0.0,0.0,0.075,0.0043572984749455,2022-06-23,2023-09-24,459,1,365.0,1.27,1.0,50.22,Re-engagement Push
CUST009303,1660,1,1469.39,4,1469.39,1,1,0.0,0.0,0.25,1.0,2020-06-13,2020-06-13,1,0,90.0,18.44,1.0,25.97,Reactivation Offer
CUST009304,332,1,153.45,4,153.45,1,1,0.0,0.0,0.25,1.0,2024-02-01,2024-02-01,1,0,90.0,3.69,0.9096,10.74,Reactivation Offer
CUST009305,172,2,1077.38,3,538.6899999999999,2,1,0.0,0.0,0.0,0.0027662517289073,2022-07-19,2024-07-10,723,1,365.0,0.47,0.4712,43.91,Cross-sell Campaign
CUST009306,208,2,2197.42,6,1098.71,2,2,0.5,0.0,0.0,0.0013404825737265,2020-05-05,2024-06-04,1492,1,365.0,0.57,0.5699,63.64,Cross-sell Campaign
CUST009307,437,2,2422.77,7,1211.385,2,2,0.0,0.0,0.1,0.0018621973929236,2020-11-10,2023-10-19,1074,1,365.0,1.2,1.0,61.32,Re-engagement Push
CUST009308,260,4,3979.32,12,994.83,4,4,0.0,0.25,0.15,0.0026648900732844,2020-03-05,2024-04-13,1501,2,365.0,0.71,0.7123,89.47,VIP Winback Alert
CUST009309,696,1,2309.89,4,2309.89,1,1,0.0,0.0,0.0,1.0,2023-02-02,2023-02-02,1,0,90.0,7.73,1.0,34.12,Reactivation Offer
CUST009310,1319,1,846.91,3,846.91,1,1,0.0,0.0,0.2,1.0,2021-05-20,2021-05-20,1,0,90.0,14.66,1.0,19.04,Reactivation Offer
CUST009312,232,3,3475.9,11,1158.6333333333334,3,2,0.0,0.0,0.0333333333333333,0.0020380434782608,2020-05-01,2024-05-11,1472,1,365.0,0.64,0.6356,81.58,Re-engagement Push
CUST009313,870,1,1474.44,3,1474.44,1,1,0.0,0.0,0.15,1.0,2022-08-12,2022-08-12,1,0,90.0,9.67,1.0,26.03,Reactivation Offer
CUST009314,190,4,5273.04,12,1318.26,3,4,0.0,0.0,0.1125,0.002939015429831,2020-10-01,2024-06-22,1361,2,365.0,0.52,0.5205,91.49,VIP Winback Alert
CUST009315,698,2,1200.12,3,600.06,2,2,0.0,0.0,0.1,0.0023201856148491,2020-09-22,2023-01-31,862,1,365.0,1.91,1.0,46.84,Re-engagement Push
CUST009316,366,3,1937.77,7,645.9233333333333,3,3,0.0,0.0,0.05,0.0020862308762169,2020-01-22,2023-12-29,1438,1,365.0,1.0,1.0,69.9,Re-engagement Push
CUST009317,144,3,1934.1,6,644.6999999999999,3,1,0.0,0.0,0.0833333333333333,0.0044843049327354,2022-10-09,2024-08-07,669,1,334.5,0.43,0.3945,61.39,Cross-sell Campaign
CUST009318,136,2,684.5600000000001,2,342.28000000000003,2,2,0.0,0.0,0.1,0.001254705144291,2020-04-05,2024-08-15,1594,1,365.0,0.37,0.3726,48.48,Cross-sell Campaign
CUST009320,535,1,1596.42,4,1596.42,1,1,0.0,0.0,0.1,1.0,2023-07-13,2023-07-13,1,0,90.0,5.94,1.0,27.25,Reactivation Offer
CUST009321,760,1,44.44,2,44.44,1,1,1.0,0.0,0.0,1.0,2022-11-30,2022-11-30,1,0,90.0,8.44,1.0,9.69,Reactivation Offer
CUST009322,639,2,1439.4,4,719.7,2,2,0.0,0.0,0.125,0.0136986301369863,2022-11-06,2023-03-31,146,0,146.0,4.38,1.0,41.83,Reactivation Offer
CUST009323,1403,2,3841.78,9,1920.89,2,2,0.5,0.0,0.075,0.006060606060606,2020-04-02,2021-02-25,330,1,330.0,4.25,1.0,61.72,Re-engagement Push
CUST009324,947,1,333.77,1,333.77,1,1,0.0,0.0,0.15,1.0,2022-05-27,2022-05-27,1,0,90.0,10.52,1.0,12.75,Reactivation Offer
CUST009325,432,4,5160.36,16,1290.09,4,4,0.0,0.0,0.15,0.0031397174254317,2020-04-29,2023-10-24,1274,2,365.0,1.18,1.0,90.41,VIP Winback Alert
CUST009327,1075,1,1097.28,4,1097.28,1,1,0.0,0.0,0.2,1.0,2022-01-19,2022-01-19,1,0,90.0,11.94,1.0,21.93,Reactivation Offer
CUST009328,1469,1,190.4,1,190.4,1,1,0.0,0.0,0.15,1.0,2020-12-21,2020-12-21,1,0,90.0,16.32,1.0,11.13,Reactivation Offer
CUST009329,340,2,1604.92,9,802.46,2,2,0.0,0.0,0.15,0.002139037433155,2021-07-04,2024-01-24,935,1,365.0,0.93,0.9315,51.95,Re-engagement Push
CUST009330,1049,1,362.12,2,362.12,1,1,0.0,0.0,0.0,1.0,2022-02-14,2022-02-14,1,0,90.0,11.66,1.0,13.1,Reactivation Offer
CUST009332,1348,1,395.93,1,395.93,1,1,0.0,0.0,0.05,1.0,2021-04-21,2021-04-21,1,0,90.0,14.98,1.0,13.53,Reactivation Offer
CUST009333,49,2,4037.08,8,2018.54,2,2,0.0,0.5,0.0,0.0344827586206896,2024-09-14,2024-11-10,58,3,58.0,0.84,0.1342,59.82,Friction Resolution
CUST009334,89,3,4454.62,11,1484.8733333333332,3,2,0.0,0.0,0.1166666666666666,0.0017964071856287,2020-03-07,2024-10-01,1670,2,365.0,0.24,0.2438,86.55,VIP Loyalty Care
CUST009335,1176,2,633.55,3,316.775,2,2,0.0,0.0,0.075,0.016,2021-06-08,2021-10-10,125,0,125.0,9.41,1.0,32.54,Reactivation Offer
CUST009336,194,1,1479.6,4,1479.6,1,1,0.0,0.0,0.0,1.0,2024-06-18,2024-06-18,1,0,90.0,2.16,0.5315,26.08,Reactivation Offer
CUST009337,392,2,2824.8900000000003,9,1412.4450000000002,2,2,0.0,0.0,0.025,0.0015037593984962,2020-04-13,2023-12-03,1330,1,365.0,1.07,1.0,67.31,Re-engagement Push
CUST009338,88,1,474.19,1,474.19,1,1,0.0,0.0,0.0,1.0,2024-10-02,2024-10-02,1,0,90.0,0.98,0.2411,14.56,Reactivation Offer
CUST009339,1762,1,2227.74,5,2227.74,1,1,0.0,0.0,0.15,1.0,2020-03-03,2020-03-03,1,0,90.0,19.58,1.0,33.39,Reactivation Offer
CUST009340,480,1,1070.9,2,1070.9,1,1,0.0,0.0,0.0,1.0,2023-09-06,2023-09-06,1,0,90.0,5.33,1.0,21.62,Reactivation Offer
CUST009341,489,4,5790.8,17,1447.7,4,3,0.0,0.0,0.15,0.0045610034207525,2021-04-04,2023-08-28,877,2,292.3,1.67,1.0,86.75,VIP Winback Alert
CUST009342,1229,1,1553.58,4,1553.58,1,1,0.0,0.0,0.15,1.0,2021-08-18,2021-08-18,1,0,90.0,13.66,1.0,26.81,Reactivation Offer
CUST009345,467,3,5332.3,11,1777.4333333333334,3,2,0.0,0.0,0.0833333333333333,0.0046875,2021-12-19,2023-09-19,640,2,320.0,1.46,1.0,77.96,VIP Winback Alert
CUST009346,564,4,4143.969999999999,17,1035.9924999999998,4,3,0.0,0.25,0.125,0.0046620046620046,2021-02-07,2023-06-14,858,2,286.0,1.97,1.0,83.2,VIP Winback Alert
CUST009347,116,2,1939.56,5,969.78,2,2,0.0,0.5,0.0,0.0016611295681063,2021-05-20,2024-09-04,1204,3,365.0,0.32,0.3178,58.45,Friction Resolution
CUST009348,587,3,2497.66,8,832.5533333333333,3,2,0.0,0.0,0.0333333333333333,0.0069124423963133,2022-03-15,2023-05-22,434,1,217.0,2.71,1.0,63.88,Re-engagement Push
CUST009349,1093,1,311.48,1,311.48,1,1,0.0,0.0,0.0,1.0,2022-01-01,2022-01-01,1,0,90.0,12.14,1.0,12.52,Reactivation Offer
CUST009350,1684,1,237.14,1,237.14,1,1,1.0,0.0,0.05,1.0,2020-05-20,2020-05-20,1,0,90.0,18.71,1.0,11.67,Reactivation Offer
CUST009351,851,2,4351.2,9,2175.6,2,2,0.0,0.0,0.0,0.008,2021-12-25,2022-08-31,250,1,250.0,3.4,1.0,62.71,Re-engagement Push
CUST009352,43,2,635.8000000000001,6,317.90000000000003,2,2,0.0,0.0,0.15,0.0013218770654329,2020-09-26,2024-11-16,1513,1,365.0,0.12,0.1178,47.31,Cross-sell Campaign
CUST009353,845,5,2664.55,10,532.9100000000001,4,5,0.2,0.0,0.04,0.0051229508196721,2020-01-05,2022-09-06,976,2,244.0,3.46,1.0,79.4,VIP Winback Alert
CUST009355,974,1,810.13,2,810.13,1,1,0.0,0.0,0.0,1.0,2022-04-30,2022-04-30,1,0,90.0,10.82,1.0,18.65,Reactivation Offer
CUST009356,818,1,783.88,2,783.88,1,1,0.0,0.0,0.1,1.0,2022-10-03,2022-10-03,1,0,90.0,9.09,1.0,18.35,Reactivation Offer
CUST009357,20,1,528.32,1,528.32,1,1,0.0,0.0,0.0,1.0,2024-12-09,2024-12-09,1,0,90.0,0.22,0.0548,15.28,Reactivation Offer
CUST009358,611,2,961.88,8,480.94,2,2,0.0,0.0,0.15,0.0025641025641025,2021-03-10,2023-04-28,780,1,365.0,1.67,1.0,43.23,Re-engagement Push
CUST009360,522,2,2181.74,8,1090.87,2,1,0.0,0.5,0.05,0.0606060606060606,2023-06-24,2023-07-26,33,3,33.0,15.82,1.0,48.14,Friction Resolution
CUST009361,1169,1,142.67,1,142.67,1,1,0.0,0.0,0.0,1.0,2021-10-17,2021-10-17,1,0,90.0,12.99,1.0,10.63,Reactivation Offer
CUST009362,379,1,1112.29,2,1112.29,1,1,0.0,0.0,0.0,1.0,2023-12-16,2023-12-16,1,0,90.0,4.21,1.0,22.11,Reactivation Offer
CUST009363,524,5,3466.55,17,693.3100000000001,4,4,0.0,0.0,0.05,0.0058616647127784,2021-03-24,2023-07-24,853,2,213.2,2.46,1.0,82.93,VIP Winback Alert
CUST009364,436,3,1864.16,9,621.3866666666667,3,2,0.0,0.0,0.05,0.0026292725679228,2020-09-05,2023-10-20,1141,1,365.0,1.19,1.0,66.09,Re-engagement Push
CUST009365,1095,1,415.88,5,415.88,1,1,0.0,0.0,0.05,1.0,2021-12-30,2021-12-30,1,0,90.0,12.17,1.0,13.78,Reactivation Offer
CUST009366,682,1,550.24,2,550.24,1,1,0.0,0.0,0.0,1.0,2023-02-16,2023-02-16,1,0,90.0,7.58,1.0,15.57,Reactivation Offer
CUST009367,499,2,984.92,5,492.46,1,1,0.0,0.0,0.125,0.0016638935108153,2020-05-04,2023-08-18,1202,1,365.0,1.37,1.0,48.33,Re-engagement Push
CUST009368,76,2,4585.12,10,2292.56,2,2,0.0,0.0,0.025,0.0015552099533437,2021-04-08,2024-10-14,1286,1,365.0,0.21,0.2082,74.69,Cross-sell Campaign
CUST009369,96,2,1318.01,8,659.005,1,2,0.0,0.0,0.15,0.0040322580645161,2023-05-18,2024-09-24,496,1,365.0,0.26,0.263,44.05,Cross-sell Campaign
CUST009370,972,4,3565.0,12,891.25,4,2,0.0,0.0,0.0875,0.0058823529411764,2020-06-22,2022-05-02,680,2,226.7,4.29,1.0,78.91,VIP Winback Alert
CUST009371,383,3,2859.04,11,953.0133333333332,3,2,0.0,0.0,0.0666666666666666,0.0024390243902439,2020-07-31,2023-12-12,1230,1,365.0,1.05,1.0,75.62,Re-engagement Push
CUST009372,294,2,821.5600000000001,9,410.78,2,2,0.0,0.0,0.05,0.0015987210231814,2020-10-07,2024-03-10,1251,1,365.0,0.81,0.8055,47.01,Re-engagement Push
CUST009373,953,2,3139.79,6,1569.895,2,2,0.0,0.0,0.025,0.0023174971031286,2020-01-10,2022-05-21,863,1,365.0,2.61,1.0,64.12,Re-engagement Push
CUST009374,58,2,1354.14,3,677.0699999999999,2,2,0.0,0.0,0.025,0.0016638935108153,2021-07-19,2024-11-01,1202,1,365.0,0.16,0.1589,52.43,Cross-sell Campaign
CUST009375,1360,1,433.33,1,433.33,1,1,0.0,0.0,0.0,1.0,2021-04-09,2021-04-09,1,0,90.0,15.11,1.0,14.0,Reactivation Offer
CUST009376,416,3,2315.8500000000004,13,771.9500000000002,3,3,0.0,0.0,0.1666666666666666,0.0023828435266084,2020-05-30,2023-11-09,1259,1,365.0,1.14,1.0,71.61,Re-engagement Push
CUST009377,356,1,625.66,5,625.66,1,1,0.0,0.0,0.05,1.0,2024-01-08,2024-01-08,1,0,90.0,3.96,0.9753,16.49,Reactivation Offer
CUST009378,855,4,2131.16,10,532.79,4,3,0.0,0.25,0.0625,0.0055172413793103,2020-09-02,2022-08-27,725,2,241.7,3.54,1.0,69.4,VIP Winback Alert
CUST009379,77,3,3615.96,10,1205.32,3,2,0.0,0.0,0.0,0.0051635111876075,2023-03-13,2024-10-13,581,1,290.5,0.27,0.211,72.49,Cross-sell Campaign
CUST009380,526,2,3068.52,6,1534.26,2,2,0.0,0.0,0.075,0.0043196544276457,2022-04-16,2023-07-22,463,1,365.0,1.44,1.0,59.2,Re-engagement Push
CUST009381,187,3,2189.38,10,729.7933333333334,3,3,0.0,0.0,0.0833333333333333,0.0019973368841544,2020-05-16,2024-06-25,1502,1,365.0,0.51,0.5123,72.77,Cross-sell Campaign
CUST009382,395,1,2748.18,4,2748.18,1,1,0.0,0.0,0.0,1.0,2023-11-30,2023-11-30,1,0,90.0,4.39,1.0,37.7,Reactivation Offer
CUST009383,283,6,7541.34,19,1256.89,6,4,0.0,0.0,0.0166666666666666,0.0048939641109298,2020-11-12,2024-03-21,1226,2,245.2,1.15,0.7753,95.26,VIP Winback Alert
CUST009384,902,2,3163.9700000000003,8,1581.985,2,2,0.0,0.0,0.075,0.0022962112514351,2020-02-22,2022-07-11,871,1,365.0,2.47,1.0,64.34,Re-engagement Push
CUST009385,1083,1,2350.25,4,2350.25,1,1,0.0,0.0,0.0,1.0,2022-01-11,2022-01-11,1,0,90.0,12.03,1.0,34.48,Reactivation Offer
CUST009386,243,1,650.97,3,650.97,1,1,1.0,0.0,0.0,1.0,2024-04-30,2024-04-30,1,0,90.0,2.7,0.6658,16.82,Reactivation Offer
CUST009387,1578,1,1224.39,2,1224.39,1,1,0.0,0.0,0.05,1.0,2020-09-03,2020-09-03,1,0,90.0,17.53,1.0,23.33,Reactivation Offer
CUST009389,315,2,1327.84,9,663.9200000000001,2,2,0.0,0.0,0.05,0.001448225923244,2020-05-09,2024-02-18,1381,1,365.0,0.86,0.863,53.98,Re-engagement Push
CUST009390,975,3,1462.15,9,487.3833333333334,3,3,0.0,0.3333333333333333,0.0499999999999999,0.0036764705882352,2020-02-04,2022-04-29,816,1,365.0,2.67,1.0,58.26,Re-engagement Push
CUST009391,142,1,2331.08,5,2331.08,1,1,0.0,0.0,0.0,1.0,2024-08-09,2024-08-09,1,0,90.0,1.58,0.389,34.31,Reactivation Offer
CUST009392,1060,1,1197.14,4,1197.14,1,1,0.0,0.0,0.2,1.0,2022-02-03,2022-02-03,1,0,90.0,11.78,1.0,23.03,Reactivation Offer
CUST009394,489,3,5334.52,12,1778.1733333333334,3,3,0.0,0.0,0.0166666666666666,0.0026881720430107,2020-08-08,2023-08-28,1116,2,365.0,1.34,1.0,83.41,VIP Winback Alert
CUST009395,135,2,2442.85,5,1221.425,2,2,0.0,0.0,0.0,0.0018761726078799,2021-09-16,2024-08-16,1066,1,365.0,0.37,0.3699,61.41,Cross-sell Campaign
CUST009396,692,2,2377.07,9,1188.535,1,1,0.0,0.0,0.05,0.0035335689045936,2021-07-21,2023-02-06,566,1,365.0,1.9,1.0,55.15,Re-engagement Push
CUST009398,1056,1,713.85,3,713.85,1,1,0.0,0.0,0.0,1.0,2022-02-07,2022-02-07,1,0,90.0,11.73,1.0,17.53,Reactivation Offer
CUST009399,317,4,5635.18,12,1408.795,4,4,0.0,0.0,0.0875,0.0037771482530689,2021-03-25,2024-02-16,1059,2,353.0,0.9,0.8685,88.71,VIP Winback Alert
CUST009400,1026,2,2903.6000000000004,7,1451.8000000000002,2,2,0.0,0.5,0.025,0.006578947368421,2021-05-10,2022-03-09,304,3,304.0,3.38,1.0,56.53,Friction Resolution
CUST009401,520,8,8940.58,24,1117.5725,7,5,0.0,0.0,0.05,0.0066225165562913,2020-04-07,2023-07-28,1208,2,172.6,3.01,1.0,95.65,VIP Winback Alert
CUST009402,1563,1,218.22,1,218.22,1,1,0.0,0.0,0.2,1.0,2020-09-18,2020-09-18,1,0,90.0,17.37,1.0,11.44,Reactivation Offer
CUST009403,268,2,1483.83,4,741.915,2,2,0.0,0.0,0.0,0.0066666666666666,2023-06-11,2024-04-05,300,1,300.0,0.89,0.7342,43.8,Re-engagement Push
CUST009404,581,2,1047.41,3,523.705,2,2,0.0,0.0,0.0,0.0043572984749455,2022-02-24,2023-05-28,459,1,365.0,1.59,1.0,40.65,Re-engagement Push
CUST009405,300,4,2873.63,8,718.4075,4,3,0.0,0.0,0.05,0.0026702269692923,2020-01-28,2024-03-04,1498,2,365.0,0.82,0.8219,83.8,VIP Winback Alert
CUST009406,74,2,186.42,3,93.21,2,2,0.0,0.0,0.075,0.0037383177570093,2023-05-01,2024-10-16,535,1,365.0,0.2,0.2027,31.23,Cross-sell Campaign
CUST009407,574,4,1964.9,11,491.225,4,4,0.0,0.0,0.0125,0.0041493775933609,2020-10-14,2023-06-04,964,2,321.3,1.79,1.0,70.53,VIP Winback Alert
CUST009408,632,4,2722.3,12,680.5749999999999,4,2,0.0,0.0,0.1125,0.0036199095022624,2020-03-29,2023-04-07,1105,2,365.0,1.73,1.0,78.73,VIP Winback Alert
CUST009409,59,4,6611.71,15,1652.9275,4,3,0.0,0.0,0.0375,0.002362669816893,2020-03-14,2024-10-31,1693,2,365.0,0.16,0.1616,95.18,VIP Loyalty Care
CUST009410,467,3,6591.1900000000005,12,2197.063333333333,3,2,0.0,0.0,0.0,0.0023006134969325,2020-02-24,2023-09-19,1304,2,365.0,1.28,1.0,86.67,VIP Winback Alert
CUST009412,516,3,1553.13,5,517.71,3,2,0.6666666666666666,0.0,0.0166666666666666,0.0040053404539385,2021-07-14,2023-08-01,749,1,365.0,1.41,1.0,58.42,Re-engagement Push
CUST009413,23,3,1969.14,10,656.38,3,2,0.0,0.3333333333333333,0.0666666666666666,0.0042492917847025,2023-01-01,2024-12-06,706,1,353.0,0.07,0.063,62.13,Cross-sell Campaign
CUST009414,708,1,821.33,4,821.33,1,1,0.0,0.0,0.3,1.0,2023-01-21,2023-01-21,1,0,90.0,7.87,1.0,18.77,Reactivation Offer
CUST009415,248,2,2979.46,6,1489.73,2,2,0.0,0.0,0.05,0.0061349693251533,2023-06-05,2024-04-25,326,1,326.0,0.76,0.6795,57.23,Re-engagement Push
CUST009416,143,3,3651.32,9,1217.1066666666668,3,3,0.0,0.0,0.1333333333333333,0.0028873917228103,2021-10-05,2024-08-08,1039,1,365.0,0.39,0.3918,77.86,Cross-sell Campaign
CUST009417,185,3,4091.58,8,1363.86,3,3,0.0,0.0,0.0,0.0021413276231263,2020-08-27,2024-06-27,1401,2,365.0,0.51,0.5068,83.48,VIP Winback Alert
CUST009418,372,4,3103.08,18,775.77,4,3,0.0,0.0,0.1625,0.0037558685446009,2021-01-23,2023-12-23,1065,2,355.0,1.05,1.0,80.84,VIP Winback Alert
CUST009419,1367,2,1227.52,4,613.76,2,2,0.0,0.0,0.125,0.0047169811320754,2020-02-04,2021-04-02,424,0,365.0,3.75,1.0,42.3,Reactivation Offer
CUST009421,1081,3,2673.1400000000003,7,891.0466666666667,3,2,0.0,0.0,0.05,0.0045523520485584,2020-03-26,2022-01-13,659,1,329.5,3.28,1.0,67.76,Re-engagement Push
CUST009422,495,4,3619.18,14,904.795,4,3,0.0,0.0,0.0875,0.0034602076124567,2020-06-23,2023-08-22,1156,2,365.0,1.36,1.0,84.6,VIP Winback Alert
CUST009424,96,3,1289.18,9,429.7266666666667,3,2,0.0,0.0,0.1333333333333333,0.0026064291920069,2021-08-01,2024-09-24,1151,1,365.0,0.26,0.263,60.26,Cross-sell Campaign
CUST009425,17,3,1349.87,7,449.95666666666665,3,2,0.0,0.0,0.05,0.0025662959794696,2021-10-01,2024-12-12,1169,1,365.0,0.05,0.0466,61.12,Cross-sell Campaign
